Brand_ID,Model_ID,Segment_ID,Vehicle_Name,Year_of_Manufacture,Vehicle_Age,Insurance,Fuel_Type,Seats_Capacity,Kms_Driven,RTO_Location,Ownership,Engine_Displacement,Transmission,Power_BHP,Drive_Type,Mileage_By_Fuel_Type,New_Vehicle_Price_Lakh,Vehicle_Price_Lakh,Depreciation_Percentage,Other_Features,Value_For_Money_Score,Car_Brand,Car_Model,Segment,Value_Score_Norm,Kms_Score,Age_Score,Depreciation_Score,Recommendation_Score,Adjusted_Depreciation,Price_Advantage,Price_Anomaly_Flag,Price_Reliability_Score,Fuel_Type_clean,Transmission_clean,Segment_clean
5,1705,3,Bolero,2014,11,Expired,Diesel,7,196472,Sri Ganganagar,Third Owner,2523.0,Manual,62.1,RWD,15.96,11.03,5.15,53.31,No_Features,5.0,Mahindra,Unknown,SUV,0.5,0.9894369892473118,0.725,0.4657245941070355,0.6633,53.31,0.5330915684496826,Normal,1.0,diesel,manual,suv
5,8,3,XUV500,2017,8,Comprehensive,Diesel,7,110000,Chandigarh,First Owner,2179.0,Manual,140.0,FWD,16.0,19.82,6.9,65.19,Powered Front Seats | Height Adjustable Driver Seat | Air Purifier | Automatic Climate Control | Cruise Control,5.6,Mahindra,R W10,SUV,0.5599999999999999,0.9940860215053764,0.8,0.346662657847264,0.7232,65.19,0.651866801210898,Normal,1.0,diesel,manual,suv
6,9,3,Vitara,2018,7,Third Party,Diesel,5,77000,Gurgaon,Second Owner,1248.0,Automatic,88.5,FWD,24.3,9.99,6.25,37.44,Air Purifier | Parking Sensors,7.4,Maruti,Brezza VDi,SUV,0.74,0.9958602150537634,0.825,0.624774503908599,0.7438,37.44,0.3743743743743744,Normal,1.0,diesel,automatic,suv
6,10,2,Swift,2020,5,Comprehensive,Petrol,5,65000,HR98,First Owner,1197.0,Manual,81.8,Unknown,21.21,8.47,6.55,22.67,Engine Start/Stop Button | Automatic Climate Control | Rear AC Vents | Parking Sensors,8.2,Maruti,Dzire ZXI,Hatchback,0.82,0.996505376344086,0.875,0.7728001603527761,0.7539,22.67,0.2266824085005904,Normal,1.0,petrol,manual,hatchback
5,11,3,Bolero,2014,11,Expired,Diesel,7,175847,Bikaner,First Owner,2523.0,Manual,62.1,FWD,15.96,9.95,5.4,45.73,No_Features,5.4,Mahindra,SLX 2WD,SUV,0.54,0.9905458602150538,0.725,0.5416917217879336,0.6643,45.73,0.45728643216080395,Normal,1.0,diesel,manual,suv
2,12,3,Creta,2021,4,Comprehensive,Diesel,5,79000,Hanumangarh,First Owner,1493.0,Manual,113.98,Unknown,0.0,14.28,11.0,22.97,Rear AC Vents | Parking Sensors,8.2,Hyundai,E Diesel,SUV,0.82,0.995752688172043,0.9,0.7697935458007616,0.7581,22.97,0.22969187675070024,Normal,1.0,diesel,manual,suv
7,13,1,Octavia,2014,11,Expired,Diesel,5,90463,Jaipur,Second Owner,1968.0,Manual,141.0,Unknown,20.6,18.36,4.8,73.86,Height Adjustable Driver Seat | Air Purifier,5.2,Skoda,Active 2.0 TDI,Sedan,0.52,0.9951363978494624,0.725,0.2597714972940469,0.7135,73.86,0.7385620915032679,Normal,1.0,diesel,manual,sedan
7,14,1,Rapid,2017,8,Expired,Diesel,5,92500,Kaithal,First Owner,1498.0,Manual,108.6,Unknown,21.13,11.28,4.5,60.11,Automatic Climate Control | Rear AC Vents | Parking Sensors,6.0,Skoda,1.5 TDI Ambition,Sedan,0.6,0.9950268817204301,0.8,0.397574664261375,0.7292,60.11,0.601063829787234,Normal,1.0,diesel,manual,sedan
6,15,1,Ciaz,2016,9,Comprehensive,Diesel,5,80000,palwal,Second Owner,1248.0,Manual,88.5,Unknown,28.09,10.91,4.5,58.75,Automatic Climate Control | Rear AC Vents | Parking Sensors,6.6,Maruti,VDi Plus,Sedan,0.6599999999999999,0.9956989247311828,0.775,0.4112046502305071,0.7469,58.75,0.5875343721356554,Normal,1.0,diesel,manual,sedan
7,16,1,Laura,2011,14,Third Party,Diesel,5,90000,Gurgaon,Third Owner,1896.0,Manual,105.0,Unknown,17.0,17.47,3.25,81.4,Leather Seats | Automatic Climate Control | Air Purifier,5.0,Skoda,Elegance 1.9 TDI,Sedan,0.5,0.9951612903225806,0.65,0.1842052515534175,0.7093,81.4,0.813966800228964,Normal,1.0,diesel,manual,sedan
3,17,1,Jetta,2014,11,Comprehensive,Diesel,5,74000,Gurgaon,First Owner,1968.0,Manual,138.03,Unknown,19.33,19.73,4.95,74.91,Leather Seats | Height Adjustable Driver Seat | Automatic Climate Control | Air Purifier,5.4,Volkswagen,2.0L TDI,Sedan,0.54,0.996021505376344,0.725,0.24924834636199644,0.7238,74.91,0.749113025848961,Normal,1.0,diesel,manual,sedan
8,18,4,Mobilio,2014,11,Third Party,Diesel,7,100000,Fatehabad,Second Owner,1498.0,Manual,98.6,Unknown,24.2,10.16,3.5,65.55,Tumble Fold Seats,5.2,Honda,E,MUV,0.52,0.9946236559139785,0.725,0.34305472038484675,0.6968,65.55,0.6555118110236221,Normal,1.0,diesel,manual,muv
6,19,2,Swift,2011,14,Comprehensive,Diesel,5,70808,New Delhi,Second Owner,1248.0,Manual,73.9,Unknown,19.3,7.79,2.65,65.98,No_Features,5.2,Maruti,Dzire,Hatchback,0.52,0.9961931182795699,0.65,0.33874523952695923,0.6867,65.98,0.6598202824133506,Normal,1.0,diesel,manual,hatchback
6,1705,2,Swift,2012,13,Third Party,Petrol,5,84476,New Delhi,First Owner,1197.0,Manual,85.8,Unknown,18.6,5.77,2.7,53.21,Keyless Entry | Central Locking | Air Conditioner | Digital Odometer,6.2,Maruti,Unknown,Hatchback,0.62,0.9954582795698925,0.675,0.46672679895770697,0.7048,53.21,0.5320623916811091,Normal,1.0,petrol,manual,hatchback
6,19,2,Swift,2015,10,Comprehensive,Diesel,5,80000,Rohtak,First Owner,1248.0,Manual,74.0,Unknown,26.59,8.05,4.0,50.31,No_Features,6.8,Maruti,Dzire,Hatchback,0.6799999999999999,0.9956989247311828,0.75,0.4957907396271798,0.7343,50.31,0.5031055900621119,Normal,1.0,diesel,manual,hatchback
6,20,2,Wagon,2010,15,Expired,CNG,5,90000,New Delhi,Second Owner,998.0,Manual,58.2,Unknown,26.2,4.95,1.2,75.76,Central Locking | Air Conditioner,5.2,Maruti,R LXI,Hatchback,0.52,0.9951612903225806,0.625,0.24072960513128883,0.7023,75.76,0.7575757575757576,Normal,1.0,cng,manual,hatchback
5,21,3,TUV,2016,9,Comprehensive,Diesel,7,70000,Faridabad,First Owner,1493.0,Manual,100.0,RWD,18.49,11.48,4.25,62.98,Parking Sensors,6.0,Mahindra,300,SUV,0.6,0.9962365591397849,0.775,0.36881138504710365,0.7315,62.98,0.6297909407665505,Normal,1.0,diesel,manual,suv
5,22,3,Scorpio,2019,6,Comprehensive,Diesel,7,47000,Faridabad,First Owner,2179.0,Manual,140.0,RWD,16.36,18.53,14.0,24.45,Height Adjustable Driver Seat | Air Purifier | Automatic Climate Control | Cruise Control,8.6,Mahindra,S11,SUV,0.86,0.9974731182795699,0.85,0.7549609140108238,0.7699,24.45,0.24446842957366438,Normal,1.0,diesel,manual,suv
6,1705,2,Swift,2012,13,Comprehensive,Petrol,5,70000,New Delhi,First Owner,1197.0,Manual,85.8,Unknown,18.6,6.53,3.15,51.76,Keyless Entry | Central Locking | Air Conditioner | Digital Odometer | Steering Mounted Controls,6.2,Maruti,Unknown,Hatchback,0.62,0.9962365591397849,0.675,0.4812587692924434,0.702,51.76,0.5176110260336907,Normal,1.0,petrol,manual,hatchback
2,23,3,Venue,2020,5,Comprehensive,Petrol,5,34000,Gurgaon,First Owner,998.0,Manual,118.35,FWD,18.27,10.15,7.1,30.05,Rear AC Vents | Parking Sensors | Cooled Glovebox,8.6,Hyundai,S,SUV,0.86,0.9981720430107527,0.875,0.6988374423732211,0.785,30.05,0.3004926108374385,Normal,1.0,petrol,manual,suv
5,24,3,Scorpio,2024,1,Comprehensive,Diesel,7,23000,Jaipur,First Owner,2198.0,Automatic,0.0,Unknown,0.0,25.43,20.5,19.39,No_Features,10.0,Mahindra,N Z8 Diesel,SUV,1.0,0.9987634408602151,0.975,0.8056724794548006,0.8348,19.39,0.19386551317341721,Normal,1.0,diesel,automatic,suv
9,2,2,Figo,2014,11,Third Party,Diesel,5,100000,Sirsa,Second Owner,1399.0,Manual,68.05,Unknown,20.0,6.6,2.0,69.7,Keyless Entry | Central Locking | Air Conditioner | Digital Odometer | Bluetooth Connectivity | Steering Mounted Controls,5.2,Ford,Diesel,Hatchback,0.52,0.9946236559139785,0.725,0.30146321908198037,0.7051,69.7,0.6969696969696969,Normal,1.0,diesel,manual,hatchback
2,25,3,Creta,2016,9,Expired,Diesel,5,95000,Sri Ganganagar,Second Owner,1582.0,Manual,126.2,FWD,19.67,15.2,7.5,50.66,Height Adjustable Driver Seat | Air Purifier | Automatic Climate Control,6.6,Hyundai,1.6 CRDi,SUV,0.6599999999999999,0.9948924731182796,0.775,0.4922830226498297,0.7305,50.66,0.506578947368421,Normal,1.0,diesel,manual,suv
6,26,2,Ignis,2017,8,Expired,Diesel,5,77000,Moga,Second Owner,1248.0,Automatic,74.0,Unknown,26.8,8.47,4.0,52.77,Engine Start/Stop Button,6.6,Maruti,1.3 AMT,Hatchback,0.6599999999999999,0.9958602150537634,0.8,0.47113650030066145,0.7387,52.77,0.5277449822904369,Normal,1.0,diesel,automatic,hatchback
7,27,1,Octavia,2013,12,Comprehensive,Diesel,5,103000,mandi dabwali,First Owner,1968.0,Manual,141.0,Unknown,21.0,19.45,5.5,71.72,Height Adjustable Driver Seat | Automatic Climate Control | Air Purifier,5.0,Skoda,Corporate Edition,Sedan,0.5,0.9944623655913979,0.7,0.2812186810984165,0.6973,71.72,0.7172236503856041,Normal,1.0,diesel,manual,sedan
7,27,1,Octavia,2015,10,Third Party,Diesel,5,80000,Sonipat,First Owner,1968.0,Manual,141.0,Unknown,21.0,19.45,6.6,66.07,Height Adjustable Driver Seat | Automatic Climate Control | Air Purifier,6.0,Skoda,Corporate Edition,Sedan,0.6,0.9956989247311828,0.75,0.33784325516135505,0.7338,66.07,0.6606683804627249,Normal,1.0,diesel,manual,sedan
8,28,1,City,2015,10,Comprehensive,Petrol,5,69000,Barasat,First Owner,1497.0,Manual,117.3,Unknown,17.4,10.05,5.5,45.27,Automatic Climate Control | Rear AC Vents,6.8,Honda,i VTEC,Sedan,0.6799999999999999,0.9962903225806452,0.75,0.5463018641010222,0.7243,45.27,0.45273631840796025,Normal,1.0,petrol,manual,sedan
1,1705,1,Etios,2015,10,Expired,Diesel,5,125000,Moga,Third Owner,1364.0,Manual,67.05,Unknown,23.59,9.06,3.25,64.13,No_Features,5.2,Toyota,Unknown,Sedan,0.52,0.9932795698924731,0.75,0.3572860292643817,0.6974,64.13,0.6412803532008831,Normal,1.0,diesel,manual,sedan
10,29,1,Sail,2013,12,Comprehensive,Diesel,5,104000,Yamuna Nagar,First Owner,1248.0,Manual,74.0,Unknown,22.1,7.61,1.7,77.66,No_Features,5.0,Chevrolet,1.3,Sedan,0.5,0.9944086021505376,0.7,0.22168771296853085,0.7092,77.66,0.7766097240473062,Normal,1.0,diesel,manual,sedan
2,30,1,Verna,2011,14,Comprehensive,Diesel,5,92000,barnala,Second Owner,1396.0,Manual,88.7,Unknown,24.8,10.25,2.8,72.68,No_Features,5.2,Hyundai,1.4,Sedan,0.52,0.9950537634408602,0.65,0.27159751453197023,0.6999,72.68,0.7268292682926829,Normal,1.0,diesel,manual,sedan
2,7,3,Creta,2017,8,Expired,Diesel,5,92000,Rohtak,First Owner,1396.0,Manual,88.7,FWD,21.38,13.01,6.75,48.12,Rear AC Vents,6.8,Hyundai,1.4 CRDi,SUV,0.6799999999999999,0.9950537634408602,0.8,0.5177390258568852,0.7372,48.12,0.4811683320522675,Normal,1.0,diesel,manual,suv
1,31,1,Etios,2012,13,Comprehensive,Diesel,5,122000,Gurgaon,First Owner,1364.0,Manual,0.0,Unknown,0.0,8.5,2.55,70.0,No_Features,5.0,Toyota,Diesel TRD,Sedan,0.5,0.9934408602150537,0.675,0.2984566045299659,0.6899,70.0,0.7000000000000001,Normal,1.0,diesel,manual,sedan
3,32,1,Ameo,2018,7,Comprehensive,Petrol,5,76000,Ellenabad,First Owner,999.0,Manual,75.0,Unknown,19.44,7.49,3.75,49.93,No_Features,6.8,Volkswagen,1.0 MPI,Sedan,0.6799999999999999,0.9959139784946237,0.825,0.49959911805973145,0.7448,49.93,0.4993324432576769,Normal,1.0,petrol,manual,sedan
1,33,1,Etios,2014,11,Expired,Diesel,5,80000,Sri Ganganagar,Third Owner,1364.0,Manual,67.04,Unknown,23.59,8.12,3.25,59.98,No_Features,5.8,Toyota,Liva,Sedan,0.58,0.9956989247311828,0.725,0.39887753056724795,0.7098,59.98,0.5997536945812808,Normal,1.0,diesel,manual,sedan
4,34,2,Altroz,2021,4,Comprehensive,Petrol,5,68000,Sri Ganganagar,First Owner,1199.0,Manual,86.83,Unknown,19.33,10.61,6.5,38.74,Engine Start/Stop Button | Rear AC Vents | Automatic Climate Control | Android Auto/Apple CarPlay | Rear Camera,8.2,Tata,XZ Plus Dark Edition,Hatchback,0.82,0.9963440860215054,0.9,0.6117458408498697,0.7897,38.74,0.38737040527803956,Normal,1.0,petrol,manual,hatchback
6,1705,2,Swift,2023,2,Third Party,Petrol,5,38000,jagraon,First Owner,1197.0,Manual,88.5,Unknown,22.38,8.21,6.75,17.78,Android Auto/Apple CarPlay | Advanced Internet Features,10.0,Maruti,Unknown,Hatchback,1.0,0.9979569892473118,0.95,0.8218079775506113,0.8277,17.78,0.17783191230207074,Normal,1.0,petrol,manual,hatchback
2,35,3,Exter,2024,1,Expired,Petrol,5,20000,Mansa,First Owner,1197.0,Automatic,81.8,FWD,19.2,11.24,9.1,19.04,Automatic Climate Control | Rear AC Vents | Parking Sensors | Cooled Glovebox | Cruise Control | Wireless Charger | Sunroof | Advanced Internet Features,10.0,Hyundai,SX Opt,SUV,1.0,0.9989247311827957,0.975,0.8091801964321508,0.8341,19.04,0.19039145907473315,Normal,1.0,petrol,automatic,suv
11,36,2,RediGO,2017,8,Expired,Petrol,5,40000,Bhiwani,Second Owner,999.0,Manual,67.0,Unknown,22.5,4.31,1.59,63.11,Keyless Entry | Central Locking | Air Conditioner | Bluetooth Connectivity,6.2,Datsun,1.0 T,Hatchback,0.62,0.9978494623655914,0.8,0.3675085187412307,0.7438,63.11,0.6310904872389791,Normal,1.0,petrol,manual,hatchback
6,37,2,Grand,2024,1,Expired,Petrol,5,30000,Sangrur,First Owner,1490.0,Automatic,91.18,FWD,27.97,21.57,18.0,16.55,Ventilated Seats | Height Adjustable Driver Seat | Automatic Climate Control | Cruise Control | Sunroof,10.0,Maruti,Vitara Zeta Plus Hybrid,Hatchback,1.0,0.9983870967741936,0.975,0.8341350972138705,0.829,16.55,0.1655076495132128,Normal,1.0,petrol,automatic,hatchback
8,38,1,Amaze,2014,11,Third Party,Diesel,5,115000,Gurgaon,First Owner,1498.0,Manual,98.6,Unknown,25.8,9.46,2.7,71.46,No_Features,5.0,Honda,Anniversary,Sedan,0.5,0.9938172043010752,0.725,0.2838244137101624,0.7004,71.46,0.7145877378435518,Normal,1.0,diesel,manual,sedan
1,23,4,Rumion,2024,1,Expired,Petrol,7,20000,RJ56,First Owner,1462.0,Automatic,101.64,Unknown,0.0,14.24,13.0,8.71,Parking Sensors | Rear AC Vents | Rear Seat Armrest | Tumble Fold Seats,10.0,Toyota,S,MUV,1.0,0.9989247311827957,0.975,0.9127079575065143,0.8135,8.71,0.08707865168539328,Normal,1.0,petrol,automatic,muv
4,1705,3,Punch,2023,2,Expired,Petrol,5,20000,zira,First Owner,1199.0,Manual,87.0,FWD,20.09,7.14,5.6,21.57,Parking Sensors,9.2,Tata,Unknown,SUV,0.9199999999999999,0.9989247311827957,0.95,0.7838244137101623,0.8034,21.57,0.21568627450980393,Normal,1.0,petrol,manual,suv
2,1705,3,Venue,2023,2,Expired,Petrol,5,20000,Sri Ganganagar,First Owner,1197.0,Manual,82.0,FWD,20.36,12.97,10.25,20.97,Automatic Climate Control | Rear AC Vents | Parking Sensors | Cooled Glovebox | Wireless Charger | Sunroof | Advanced Internet Features,9.2,Hyundai,Unknown,SUV,0.9199999999999999,0.9989247311827957,0.95,0.7898376428141912,0.8022,20.97,0.20971472629144183,Normal,1.0,petrol,manual,suv
8,39,1,Amaze,2023,2,Expired,Petrol,5,30000,RJ98,Second Owner,1199.0,Manual,88.5,Unknown,18.6,10.54,6.7,36.43,Engine Start/Stop Button | Automatic Climate Control | Parking Sensors | Android Auto/Apple CarPlay | Wireless Charging | Fog Lights,9.0,Honda,2nd Gen VX,Sedan,0.9,0.9983870967741936,0.95,0.6348967729003808,0.825,36.43,0.3643263757115749,Normal,1.0,petrol,manual,sedan
10,1705,2,Beat,2010,15,Expired,Petrol,5,100000,Porbandar,Third Owner,1199.0,Manual,79.4,Unknown,18.6,4.95,0.85,82.83,Central Locking | Air Conditioner,5.0,Chevrolet,Unknown,Hatchback,0.5,0.9946236559139785,0.625,0.16987372218881547,0.7083,82.83,0.8282828282828284,Normal,1.0,petrol,manual,hatchback
2,40,2,Grand,2019,6,Expired,Diesel,5,43000,Rawatbhata,First Owner,1186.0,Manual,73.97,Unknown,24.0,8.47,5.0,40.97,Rear AC Vents | Rear Camera,7.8,Hyundai,i10 1.2 CRDi,Hatchback,0.78,0.9976881720430107,0.85,0.5893966726798958,0.771,40.97,0.4096812278630461,Normal,1.0,diesel,manual,hatchback
2,41,2,i20,2019,6,Expired,Diesel,5,80000,Rawatbhata,First Owner,1396.0,Manual,88.76,Unknown,22.54,11.17,7.49,32.95,Engine Start/Stop Button | Rear AC Vents | Automatic Climate Control | Lane Change Indicator | Rear Camera,8.2,Hyundai,Asta Option,Hatchback,0.82,0.9956989247311828,0.85,0.6697735017037483,0.7705,32.95,0.32945389435989253,Normal,1.0,diesel,manual,hatchback
5,8,3,XUV500,2017,8,Comprehensive,Diesel,7,104000,Bharuch,Second Owner,2179.0,Manual,140.0,FWD,16.0,19.47,7.0,64.05,Powered Front Seats | Height Adjustable Driver Seat | Air Purifier | Automatic Climate Control | Cruise Control,5.4,Mahindra,R W10,SUV,0.54,0.9944086021505376,0.8,0.3580877931449189,0.713,64.05,0.640472521828454,Normal,1.0,diesel,manual,suv
6,29,2,Swift,2011,14,Comprehensive,Petrol,5,49700,New Delhi,First Owner,1298.0,Manual,0.0,Unknown,16.1,4.92,2.55,48.17,Central Locking | Air Conditioner | Digital Odometer,6.6,Maruti,1.3,Hatchback,0.6599999999999999,0.9973279569892474,0.65,0.5172379234315494,0.7073,48.17,0.48170731707317077,Normal,1.0,petrol,manual,hatchback
2,42,3,Creta,2022,3,Comprehensive,Petrol,5,64000,Narmada,First Owner,1497.0,Manual,113.18,Unknown,0.0,13.19,9.99,24.26,Rear AC Vents | Parking Sensors,8.8,Hyundai,EX,SUV,0.8800000000000001,0.9965591397849463,0.925,0.7568651032270997,0.7886,24.26,0.2426080363912054,Normal,1.0,petrol,manual,suv
9,43,3,Ecosport,2017,8,Third Party,Diesel,5,85000,Gandhidham,Second Owner,1498.0,Manual,98.96,FWD,23.0,11.08,4.4,60.29,Automatic Climate Control | Parking Sensors,5.8,Ford,1.5 Diesel Titanium,SUV,0.58,0.9954301075268818,0.8,0.3957706955301664,0.7217,60.29,0.6028880866425993,Normal,1.0,diesel,manual,suv
6,44,3,Vitara,2021,4,Third Party,Petrol,5,78000,Banaskantha,First Owner,1462.0,Manual,103.26,FWD,17.03,8.72,6.99,19.84,Parking Sensors,9.0,Maruti,Brezza,SUV,0.9,0.9958064516129033,0.9,0.8011625576267789,0.7838,19.84,0.19839449541284407,Normal,1.0,petrol,manual,suv
3,2,1,Vento,2011,14,Expired,Diesel,5,160000,jalalabad,Third Owner,1598.0,Manual,0.0,Unknown,0.0,10.05,1.4,86.07,No_Features,4.2,Volkswagen,Diesel,Sedan,0.42000000000000004,0.9913978494623656,0.65,0.13740228502705965,0.6859,86.07,0.8606965174129353,Normal,1.0,diesel,manual,sedan
8,45,1,City,2015,10,Expired,Diesel,5,80000,Abohar,Second Owner,1498.0,Manual,0.0,Unknown,0.0,12.29,4.75,61.35,No_Features,5.8,Honda,i DTEC,Sedan,0.58,0.9956989247311828,0.75,0.38514732411304875,0.7163,61.35,0.613506916192026,Normal,1.0,diesel,manual,sedan
2,7,3,Creta,2018,7,Comprehensive,Diesel,5,81000,Sirsa,Second Owner,1396.0,Manual,0.0,Unknown,0.0,13.01,8.1,37.74,No_Features,7.4,Hyundai,1.4 CRDi,SUV,0.74,0.9956451612903225,0.825,0.6217678893565844,0.7444,37.74,0.377401998462721,Normal,1.0,diesel,manual,suv
5,11,3,Bolero,2014,11,Expired,Diesel,7,175847,Bikaner,First Owner,2523.0,Manual,0.0,Unknown,0.0,9.95,5.4,45.73,No_Features,5.4,Mahindra,SLX 2WD,SUV,0.54,0.9905458602150538,0.725,0.5416917217879336,0.6643,45.73,0.45728643216080395,Normal,1.0,diesel,manual,suv
5,1705,3,Bolero,2014,11,Expired,Diesel,7,196472,Sri Ganganagar,Third Owner,2523.0,Manual,0.0,Unknown,0.0,11.03,5.15,53.31,No_Features,5.0,Mahindra,Unknown,SUV,0.5,0.9894369892473118,0.725,0.4657245941070355,0.6633,53.31,0.5330915684496826,Normal,1.0,diesel,manual,suv
8,46,1,Amaze,2016,9,Expired,Diesel,5,90000,Faridabad,First Owner,1498.0,Manual,0.0,Unknown,0.0,8.99,2.95,67.19,No_Features,6.0,Honda,VX,Sedan,0.6,0.9951612903225806,0.775,0.32661856083383445,0.7397,67.19,0.6718576195773082,Normal,1.0,diesel,manual,sedan
6,47,3,Vitara,2020,5,Expired,Petrol,5,60000,Abohar,Second Owner,1462.0,Automatic,0.0,Unknown,0.0,13.23,7.8,41.04,No_Features,7.2,Maruti,Brezza ZXI Plus AT Dual,SUV,0.72,0.9967741935483871,0.875,0.5886951292844258,0.7507,41.04,0.4104308390022676,Normal,1.0,petrol,automatic,suv
6,9,3,Vitara,2018,7,Third Party,Diesel,5,77000,Gurgaon,Second Owner,1248.0,Automatic,0.0,Unknown,0.0,9.99,6.25,37.44,No_Features,7.4,Maruti,Brezza VDi,SUV,0.74,0.9958602150537634,0.825,0.624774503908599,0.7438,37.44,0.3743743743743744,Normal,1.0,diesel,automatic,suv
6,10,2,Swift,2020,5,Comprehensive,Petrol,5,65000,HR98,First Owner,1197.0,Manual,0.0,Unknown,0.0,8.47,6.55,22.67,No_Features,8.2,Maruti,Dzire ZXI,Hatchback,0.82,0.996505376344086,0.875,0.7728001603527761,0.7539,22.67,0.2266824085005904,Normal,1.0,petrol,manual,hatchback
2,3,1,Verna,2014,11,Expired,Diesel,5,120000,Meerut,First Owner,1582.0,Manual,0.0,Unknown,0.0,11.87,4.0,66.3,No_Features,5.0,Hyundai,1.6,Sedan,0.5,0.9935483870967742,0.725,0.3355381840048106,0.6901,66.3,0.6630160067396799,Normal,1.0,diesel,manual,sedan
4,5,3,Harrier,2021,4,Expired,Diesel,5,50000,Jaipur,First Owner,1956.0,Manual,0.0,Unknown,0.0,25.54,15.0,41.27,No_Features,7.8,Tata,XZ Plus,SUV,0.78,0.9973118279569892,0.9,0.5863900581278814,0.779,41.27,0.41268598277212215,Normal,1.0,diesel,manual,suv
